;oil_urals;gdp_quart;gdp_quart_growth;cpi;ppi;gdp_deflator;balance_trade;balance_trade_growth;usdrub;eurrub;brent;net_capital_export;gdp_annual;gdp_annual_growth;average_provision_of_build_contract;average_provision_of_build_contract_moscow;rts;micex;micex_rgbi_tr;micex_cbi_tr;deposits_value;deposits_growth;deposits_rate;mortgage_value;mortgage_growth;mortgage_rate;grp;grp_growth;income_per_cap;real_dispos_income_per_cap_growth;salary;salary_growth;fixed_basket;retail_trade_turnover;retail_trade_turnover_per_cap;retail_trade_turnover_growth;labor_force;unemployment;employment;invest_fixed_capital_per_cap;invest_fixed_assets;profitable_enterpr_share;unprofitable_enterpr_share;share_own_revenues;overdue_wages_per_cap;fin_res_per_cap;marriages_per_1000_cap;divorce_rate;construction_value;invest_fixed_assets_phys;pop_natural_increase;pop_migration;pop_total_inc;childbirth;mortality;housing_fund_sqm;lodging_sqm_per_cap;water_pipes_share;baths_share;sewerage_share;gas_share;hot_water_share;electric_stove_share;heating_share;old_house_share;average_life_exp;infant_mortarity_per_1000_cap;perinatal_mort_per_1000_cap;incidence_population;rent_price_4+room_bus;rent_price_3room_bus;rent_price_2room_bus;rent_price_1room_bus;rent_price_3room_eco;rent_price_2room_eco;rent_price_1room_eco;load_of_teachers_preschool_per_teacher;load_of_teachers_school_per_teacher;students_state_oneshift;provision_doctors;provision_nurse;load_on_doctors;power_clinics;hospital_beds_available_per_cap;hospital_bed_occupancy_per_year;provision_retail_space_sqm;provision_retail_space_modern_sqm;turnover_catering_per_cap;theaters_viewers_per_1000_cap;seats_theather_rfmin_per_100000_cap;museum_visitis_per_100_cap;bandwidth_sports;population_reg_sports_share;students_reg_sports_share;apartment_build;apartment_fund_sqm
brent;0.994865271;-0.449051483;0.725697215;-0.729878956;-0.568035589;-0.830136241;0.754516202;0.094831348;-0.896301104;-0.870372846;1;0.730339406;-0.469674706;0.590147217;-0.001221004;-0.601502616;0.805630757;-0.574977712;0.487783707;-0.626173265;-0.633337437;-0.027826636;-0.754908254;-0.151048364;0.642841454;-0.583404951;0.40673121;0.161381336;-0.25244376;-0.156154642;-0.312017865;0.692636249;-0.701237585;-0.163984667;-0.132004172;0.720694324;-0.183774058;-0.560453041;-0.147864613;-0.220477994;-0.235558437;-0.114967229;0.114967229;-0.356740441;0.610074853;0.0597383;0.086910427;-0.510240898;0.14734487;0.535278586;0.140756721;-0.585725535;-0.513286086;-0.246930293;-0.364629493;0.388122834;0.44756971;-0.369012314;-0.369012314;-0.409438139;-0.332781488;-0.358100944;-0.293946643;-0.369012314;0.369012314;-0.044728094;0.472042751;0.407263212;0.150265325;-0.48058444;-0.552064474;-0.507823925;0.028112883;-0.296149974;-0.063933282;0.076474475;0.775431154;-0.444704596;-0.153518972;0.77414639;0.540053471;0.815703935;0.226425515;0.439127855;0.424560125;0.056928757;-0.920728834;-0.287852058;0.702134492;0.044773267;0.776563161;-0.82424544;-0.398745596;0.423859396;0.358743782;-0.570032003
net_capital_export;0.739093797;-0.577075072;0.656284377;-0.744480206;-0.717955266;-0.748527583;0.763657318;0.231198498;-0.721583005;-0.699119086;0.730339406;1;-0.716849556;0.690524359;-0.087754692;-0.306643855;0.624053321;-0.560519846;0.187530376;-0.721712785;-0.732091122;0.03865849;-0.543649532;-0.111474397;0.544258878;-0.549370241;-0.349778097;0.474733444;-0.226937384;0.022744016;-0.561122653;0.613491684;-0.735813282;-0.494115524;-0.462437483;0.604340257;-0.528052815;-0.243952014;-0.441604895;-0.583186784;-0.587106464;0.253203448;-0.253203448;-0.459814402;-0.166367948;0.148515809;0.380899409;0.240380613;-0.376615618;-0.115145483;-0.535474431;-0.348203331;-0.37806274;-0.651744186;-0.336718859;-0.49479547;-0.497782437;0.503232917;0.503232917;0.50361201;0.156709589;0.502309099;0.31193357;0.503232917;-0.503232917;-0.47090612;-0.275900952;-0.426073408;0.360404989;-0.315017234;-0.379364807;-0.396301413;0.047882263;-0.266406849;0.027129274;0.117385372;-0.538753927;-0.599603253;-0.325949475;0.165549452;0.564718448;0.421294787;0.466894207;0.274961426;0.337154973;-0.533981386;;-0.59378087;-0.503641609;-0.18532947;-0.420321333;-0.569319619;-0.311042518;-0.406326671;-0.497448429;-0.308090785
gdp_annual;-0.466690612;0.921975107;-0.826775695;0.919225212;0.943440706;0.984821274;-0.267302717;0.198159958;0.753146498;0.755958085;-0.469674706;-0.716849556;1;0.196949101;0.749947127;0.406720142;-0.78400875;0.428075657;-0.407836537;0.918094735;0.96045377;-0.137264075;0.68262855;0.469432844;-0.830231755;0.100835723;0.97450966;-0.806893465;0.387336363;-0.444277727;0.981901955;-0.795503641;0.93235287;0.969805025;0.957658705;-0.730785651;0.973561794;0.052226497;0.928898412;0.99376379;0.994689286;-0.852647589;0.852647589;0.502848344;0.772774999;-0.665441322;-0.093203994;-0.617745213;0.936981178;0.234785571;0.857544109;-0.504521228;-0.361139496;0.967587296;-0.641578546;0.977339542;0.902878009;-0.934975977;-0.934975977;-0.929949345;-0.856819697;-0.948702913;-0.295990019;-0.934975977;0.934975977;0.911639163;0.398050996;0.676761289;-0.753654759;0.409856188;0.7034632;0.760792798;0.422924144;0.72324971;0.247671382;0.165422311;0.960202757;0.941196942;0.237649703;0.675643885;-0.872038279;-0.326261254;-0.647846383;-0.867840135;-0.929943527;1;-1;0.995457305;0.993013236;0.655024089;0.943592829;0.912491406;0.905777321;0.920765003;0.965463407;0.178689152
gdp_annual_growth;0.595329485;0.190069401;0.171248705;-0.078101438;0.132647993;-0.906180344;0.550059839;0.279969858;-0.2601676;-0.249558454;0.590147217;0.690524359;0.196949101;1;0.556787436;-0.4985178;0.252593112;-0.146448005;0.015383638;-0.021538599;0.024424462;-0.034801157;-0.536447739;0.203935801;0.50507924;-0.558260702;0.598449103;0.469824506;0.141121645;-0.290539039;0.401093913;0.696448077;-0.030459765;0.466314011;0.486338958;-0.081915279;0.490957264;-0.559299318;0.497879707;0.423204383;0.412790104;-0.265656683;0.265656683;-0.398837687;0.792400834;-0.059804905;0.189851667;-0.649873893;0.282303261;0.598618938;0.83470931;-0.804911885;-0.716441528;0.459067037;-0.932685168;0.535091133;0.578079068;-0.495565795;-0.495565795;-0.540394241;-0.52504532;-0.486798887;-0.282125887;-0.495565795;0.495565795;0.689951395;0.51088107;0.480107125;0.084985281;-0.396335717;-0.242987467;-0.207060315;0.054362923;0.056571685;0.062344545;0.092708191;0.851615565;0.315687119;0.180994953;0.988597675;-0.124119859;0.341945361;0.225743791;0.969573215;0.959081215;-1;-1;0.39213763;0.77386351;0.83633008;0.863924559;-0.982088546;-0.899138992;0.47211975;0.493311014;-0.295857163
average_provision_of_build_contract;0.008522243;0.789152152;-0.442052325;0.57577517;0.698802174;0.471352656;0.083975778;0.257962109;0.350078535;0.383763544;-0.001221004;-0.087754692;0.749947127;0.556787436;1;0.167915676;-0.45445167;0.112162357;-0.332480109;0.597075718;0.656882059;-0.183286451;0.421097969;0.56173535;-0.525632196;-0.247656572;0.842928967;-0.557164907;0.367175656;-0.470476675;0.774661066;-0.412784055;0.598727957;0.818704064;0.82493839;-0.389546251;0.824007151;-0.204444516;0.817386783;0.791888372;0.787311045;-0.685784103;0.685784103;0.167536271;0.731994434;-0.516425088;0.093346458;-0.616949639;0.711144614;0.301781412;0.857718882;-0.652707815;-0.5440395;0.750001104;-0.7807421;0.785161566;0.73266989;-0.733951996;-0.733951996;-0.7419847;-0.76381804;-0.741526629;-0.189442008;-0.733951996;0.733951996;0.848081734;0.333287686;0.52971612;-0.480192079;0.113240356;0.477067869;0.676235488;0.664110799;0.792400703;0.39296377;0.347302925;0.835137339;0.698587598;-0.025994889;0.762764625;-0.594382971;-0.031842748;-0.328760014;-0.663103584;-0.700331929;0.444320152;-0.700125731;0.778782731;0.815039462;0.707525338;0.834645956;0.514682823;0.664131383;0.643733794;0.756678168;-0.079904
average_provision_of_build_contract_moscow;-0.597974596;0.388703092;-0.441038115;0.578484314;0.590038036;0.466313436;-0.558977377;-0.178117983;0.592794957;0.557000073;-0.601502616;-0.306643855;0.406720142;-0.4985178;0.167915676;1;-0.520055431;0.476416132;-0.288087388;0.517637941;0.518898919;0.021993756;0.395202373;0.136707858;-0.38730743;0.259735229;-0.204207808;-0.017650139;0.19252742;-0.105344885;0.303284427;-0.517165621;0.557448739;0.162618149;0.13005768;-0.638775292;0.240935066;0.12876376;0.20986976;0.226549948;0.237379903;0.173103112;-0.173103112;-0.166904364;-0.277387925;0.185545158;-0.078775713;-0.22193771;-0.191243476;0.253972019;0.1121643;0.010125736;-0.014715848;0.359661169;0.537164666;-0.106204475;-0.030776992;0.064127871;0.064127871;0.058892291;0.254971721;0.084578176;-0.104939987;0.064127871;-0.064127871;0.219856975;0.092238872;0.06703292;0.175200683;0.217814793;0.290613068;0.213454273;-0.042368239;0.075863647;0.07255128;-0.015857813;-0.065022186;0.471801214;0.215347982;0.142685184;-0.448778156;-0.589831194;0.115965757;0.214849665;0.185253815;0.15606395;;0.288883999;-0.159553851;0.569232589;-0.238867868;0.429795478;-0.244800501;-0.247747861;-0.111834984;0.596428734
rts;0.793045506;-0.746290756;0.806666142;-0.849594144;-0.77559723;-0.884236159;0.509340502;-0.09451895;-0.881679391;-0.871384824;0.805630757;0.624053321;-0.78400875;0.252593112;-0.45445167;-0.520055431;1;-0.290792769;0.608209534;-0.785569426;-0.843624934;0.074533217;-0.772615833;-0.408545517;0.798392982;-0.370750946;-0.522611941;0.624696684;-0.396555566;0.348660229;-0.737812858;0.774695445;-0.848999807;-0.665253517;-0.640000477;0.77753396;-0.677125258;-0.310886168;-0.63872748;-0.711114707;-0.719703481;0.63711279;-0.63711279;-0.676309544;-0.150509158;0.591440096;0.185561693;0.247900959;-0.677696318;0.109150807;-0.378434291;0.002767648;-0.064609198;-0.698619851;0.107371797;-0.560989987;-0.468351511;0.549108189;0.549108189;0.514147039;0.448589191;0.562885169;0.078810098;0.549108189;-0.549108189;-0.518715234;-0.020514621;-0.325632692;0.743673758;-0.412743472;-0.696728181;-0.770829774;-0.362177317;-0.636064235;-0.27684696;-0.143323103;-0.214936076;-0.797445432;-0.13436726;-0.013210985;0.834428629;0.644803127;0.730747563;0.701278889;0.748747484;-0.586984743;-0.551481537;-0.74677276;-0.277897773;-0.285403486;-0.151309875;-0.869331873;-0.68655432;-0.392573433;-0.568203349;-0.380509201
micex;-0.597441741;0.354669949;-0.488828841;0.651692039;0.583815341;0.480107378;-0.593599472;-0.11482742;0.680537273;0.672756206;-0.574977712;-0.560519846;0.428075657;-0.146448005;0.112162357;0.476416132;-0.290792769;1;-0.156455965;0.619775575;0.565056119;-0.0387418;0.320990097;0.028188264;-0.127429888;0.178302691;-0.157438936;0.5696616;0.145559156;0.004416033;0.223058712;-0.160528472;0.633499231;0.116822994;0.110869447;-0.502771103;0.158515254;0.14780298;0.159942827;0.10042553;0.107933325;0.224375564;-0.224375564;-0.549693385;0.037401355;0.182084099;0.396833616;0.077953198;-0.323801546;0.018304102;0.181231489;-0.304830392;-0.358297421;0.152001915;-0.168640695;-0.301869632;-0.290193875;0.335331301;0.335331301;0.312385131;0.0580583;0.337852623;0.246561555;0.335331301;-0.335331301;0.252480143;-0.149880229;-0.294352666;0.420619676;0.413176106;0.199042972;0.003594286;-0.36876197;-0.125459843;-0.206245154;-0.201288025;-0.053975243;0.300308886;0.032790022;0.187585431;-0.260494516;-0.462581288;0.541815267;0.403190656;0.470360706;-0.552776267;-0.564692584;0.156125509;-0.107765535;0.433748528;0.014615672;0.261852066;-0.434612019;-0.228124076;-0.328958978;0.469533101
micex_rgbi_tr;0.484666728;-0.458993715;0.438902571;-0.45473185;-0.414301636;-0.365375353;0.08511371;-0.517683672;-0.562066349;-0.576179541;0.487783707;0.187530376;-0.407836537;0.015383638;-0.332480109;-0.288087388;0.608209534;-0.156455965;1;-0.299760452;-0.406486271;0.03274097;-0.769023245;-0.285312064;0.438370494;-0.362186674;-0.283355106;0.094785057;-0.229067937;0.695019332;-0.564806155;0.587522379;-0.46733645;-0.479692638;-0.46733184;0.6987813;-0.523178595;-0.201144466;-0.548755751;-0.454522087;-0.46508515;0.482806467;-0.482806467;-0.065547228;0.131019881;0.547275615;-0.38636344;0.236251229;-0.30385842;0.176040116;-0.261292165;0.371361057;0.41633871;-0.436951594;0.10329493;-0.109965906;0.004628133;0.057368723;0.057368723;0.027023288;0.339074395;0.064057142;-0.422649188;0.057368723;-0.057368723;-0.433093914;0.435555252;0.167451454;0.361822623;-0.348853663;-0.581505045;-0.590476616;-0.239601923;-0.530792138;-0.255143242;-0.238917123;0.337110752;-0.689244317;0.199242556;-0.056037024;0.737450996;0.78638497;0.177175635;0.386826206;0.371032414;0.313517469;0.513997445;-0.526311246;0.454146346;-0.423604868;0.397080845;-0.71048031;-0.244099317;0.64550324;-0.068737272;-0.575732862
micex_cbi_tr;-0.626604917;0.817759652;-0.844784655;0.965641177;0.940571375;0.944670454;-0.513293752;-0.019453268;0.845570294;0.849998586;-0.626173265;-0.721712785;0.918094735;-0.021538599;0.597075718;0.517637941;-0.785569426;0.619775575;-0.299760452;1;0.973798201;-0.147122371;0.54746398;0.395927738;-0.652191988;0.115068588;0.970854306;-0.608590141;0.443095906;-0.448639918;0.957813308;-0.695073771;0.964980939;0.9239655;0.913065105;-0.755105985;0.925497176;0.191123624;0.888490256;0.930227156;0.933514133;-0.894525058;0.894525058;0.482989411;0.764390545;-0.757241447;0.069871214;-0.486796344;0.939298869;0.059144342;0.777845516;-0.549877381;-0.426799117;0.882648162;-0.578493418;0.898921842;0.784354359;-0.832513372;-0.832513372;-0.823139215;-0.915151728;-0.854796964;-0.110299737;-0.832513372;0.832513372;0.875148985;0.223241534;0.50971853;-0.77526862;0.458610919;0.602050519;0.59883787;0.247865892;0.490519258;0.141226382;0.043236851;0.88870097;0.918913915;0.113519441;0.629766228;-0.864468487;-0.423731708;-0.604036932;-0.93621101;-0.951741389;0.832155435;-0.847502046;0.94711073;0.944018025;0.619938169;0.929569791;0.922538646;0.957796047;0.92145669;0.883344045;0.192295974
deposits_value;-0.63117605;0.883214141;-0.886785518;0.983449882;0.9662594;0.980952518;-0.477440159;0.041655753;0.86835943;0.8734174;-0.633337437;-0.732091122;0.96045377;0.024424462;0.656882059;0.518898919;-0.843624934;0.565056119;-0.406486271;0.973798201;1;-0.133330276;0.652687768;0.465838771;-0.760795177;0.137702112;0.974038431;-0.647492072;0.468973383;-0.465494979;0.977492985;-0.744334767;0.986959948;0.940300517;0.927679321;-0.786906407;0.943806749;0.193066777;0.905400887;0.951194669;0.95491793;-0.905774989;0.905774989;0.512327434;0.745341771;-0.765600797;0.041947361;-0.504863182;0.953480338;0.068752576;0.780636789;-0.530685294;-0.406098418;0.907532062;-0.56698097;0.913629298;0.80036441;-0.851017744;-0.851017744;-0.839764323;-0.909098644;-0.872442458;-0.127264921;-0.851017744;0.851017744;0.881839665;0.230962934;0.529951395;-0.79831366;0.467138409;0.674522638;0.705363216;0.323822139;0.60178393;0.210165727;0.094404701;0.901702414;0.947434612;0.127353617;0.614307376;-0.897613542;-0.455304953;-0.637336663;-0.936526743;-0.960078608;0.896632332;-0.871591676;0.969704521;0.956496499;0.623192154;0.929796108;0.957422788;0.954264079;0.933185243;0.898923901;0.228605148
deposits_growth;-0.028001014;-0.106324162;0.121930927;-0.149759612;-0.156929176;-0.086547875;0.070334612;-0.008574641;-0.037595541;-0.052512027;-0.027826636;0.03865849;-0.137264075;-0.034801157;-0.183286451;0.021993756;0.074533217;-0.0387418;0.03274097;-0.147122371;-0.133330276;1;0.053977644;0.215071125;0.057383711;0.004460403;-0.187447717;0.078259354;-0.16613234;0.163753269;-0.177256063;0.074197856;-0.143346164;-0.185898768;-0.188015648;0.083777417;-0.185225751;-0.016769671;-0.194322163;-0.16762711;-0.167817555;0.208229509;-0.208229509;-0.09038225;-0.093386717;0.200090033;-0.070641044;0.094380603;-0.188128743;0.033446132;-0.136445382;0.132062478;0.120268872;-0.134609909;0.113071044;-0.147623817;-0.110327578;0.128538165;0.128538165;0.122080048;0.190233876;0.133643395;-0.055129834;0.128538165;-0.128538165;-0.1667977;0.041832647;-0.041906594;0.175215516;-0.000339695;-0.210033494;-0.082145282;-0.109967465;-0.177435524;0.083920597;-0.150446968;-0.076774996;-0.16693361;0.094711026;-0.093663379;0.167777157;0.077188809;0.120972119;0.169086547;0.166877581;-0.009837681;0.095831035;-0.172625814;-0.076536204;-0.108631625;-0.080265694;-0.128975979;-0.150933495;-0.063552906;-0.139512768;-0.001476275
deposits_rate;-0.754837954;0.695846275;-0.615683653;0.688007368;0.658659179;0.679286936;-0.383807517;0.348211068;0.759179469;0.738461619;-0.754908254;-0.543649532;0.68262855;-0.536447739;0.421097969;0.395202373;-0.772615833;0.320990097;-0.769023245;0.54746398;0.652687768;0.053977644;1;0.280751537;-0.689959825;0.714972879;0.440312943;-0.45124748;0.375666119;-0.175945207;0.673869222;-0.701785809;0.698091791;0.554948028;0.522551965;-0.798340935;0.608611951;0.387461134;0.542079249;0.612899014;0.622266507;-0.392572186;0.392572186;0.47784564;0.111856879;-0.310739062;-0.242810743;-0.229702376;0.456794712;-0.011623956;0.507424555;0.186926252;0.225759742;0.668376898;0.435870481;0.482471021;0.431758163;-0.465864066;-0.465864066;-0.454046615;-0.289628991;-0.471536752;-0.154580212;-0.465864066;0.465864066;0.59484662;0.105341406;0.312625206;-0.455096189;0.3608587;0.587290069;0.606173126;0.085554037;0.562413915;0.130481902;0.101266039;0.770870627;0.749270989;0.245132838;-0.331828073;-0.715737612;-0.673048076;-0.494618905;-0.394919389;-0.44087675;0.777581582;;0.662472115;0.724117477;0.417004822;0.609676147;0.741868331;0.399196198;0.590148434;0.474153441;0.477300205
mortgage_value;-0.144630447;0.551237275;-0.304718575;0.381292725;0.451210565;0.273068235;-0.082302044;-0.102802609;0.304582864;0.339101003;-0.151048364;-0.111474397;0.469432844;0.203935801;0.56173535;0.136707858;-0.408545517;0.028188264;-0.285312064;0.395927738;0.465838771;0.215071125;0.280751537;1;-0.277353033;-0.211856693;0.61827971;-0.348715369;0.395407144;-0.359736918;0.514491289;-0.20579629;0.401408232;0.548808183;0.551787098;-0.223092834;0.539158948;-0.016910515;0.537286896;0.528357823;0.526436327;-0.594365369;0.594365369;0.319344003;0.433111212;-0.510663985;0.046029794;-0.349210436;0.608019465;0.045641993;0.470260873;-0.354199936;-0.281700309;0.46303726;-0.394965609;0.572920444;0.497302754;-0.532742913;-0.532742913;-0.523017248;-0.576732113;-0.545166115;-0.054036123;-0.532742913;0.532742913;0.502080322;0.113006645;0.322971736;-0.519287133;0.205783354;0.209694296;0.5448942;0.517117074;0.469106977;0.395470599;0.318673055;0.562057854;0.45568007;-0.089255903;0.381115514;-0.425422356;-0.061707468;-0.410771862;-0.496414916;-0.511063746;0.358835134;-0.473171474;0.521063494;0.583723518;0.317571146;0.565432259;0.306962629;0.488546029;0.544475828;0.559899728;-0.093598557
mortgage_growth;0.632358328;-0.766369935;0.854674701;-0.733816309;-0.77179504;-0.775269631;0.355353203;-0.036333164;-0.660633094;-0.627024375;0.642841454;0.544258878;-0.830231755;0.50507924;-0.525632196;-0.38730743;0.798392982;-0.127429888;0.438370494;-0.652191988;-0.760795177;0.057383711;-0.689959825;-0.277353033;1;-0.658404662;-0.802155144;0.713264662;-0.439506951;-0.065884856;-0.871693935;0.762419968;-0.747272652;-0.787171694;-0.753110526;0.817144941;-0.80248232;-0.540344257;-0.678675915;-0.872094794;-0.877145286;0.623329861;-0.623329861;-0.914004008;-0.582788813;0.476666184;0.486487449;0.119038285;-0.826298212;0.131923627;-0.836251359;-0.514347166;-0.590278302;-0.887454876;-0.273076159;-0.889980009;-0.798673003;0.849525904;0.849525904;0.842374284;0.567056273;0.873116552;0.347688623;0.849525904;-0.849525904;-0.79478156;-0.305015686;-0.571511927;0.784762545;-0.313544983;-0.706297377;-0.685082525;-0.257022787;-0.68941379;-0.193788259;-0.113337906;-0.866425034;-0.838331151;-0.393895881;0.453847035;0.785343446;0.55255608;0.865672162;0.703543841;0.762353079;-0.821677807;;-0.884588351;-0.927939042;-0.134653548;-0.902361249;-0.859729774;-0.790214009;-0.892606385;-0.89910404;-0.257760692
mortgage_rate;-0.584762288;0.080472295;-0.406789817;0.258716058;0.114326664;0.584309986;-0.316217526;0.182685621;0.356323915;0.305923294;-0.583404951;-0.549370241;0.100835723;-0.558260702;-0.247656572;0.259735229;-0.370750946;0.178302691;-0.362186674;0.115068588;0.137702112;0.004460403;0.714972879;-0.211856693;-0.658404662;1;-0.461707274;-0.231871192;-0.034212469;0.454635414;0.101564725;-0.564820601;0.233903577;-0.021794572;-0.052978999;-0.475594427;-0.026910565;0.579019074;-0.084530369;0.058095501;0.070087668;0.254719941;-0.254719941;0.416239188;-0.506158013;0.116422106;-0.285656671;0.601825694;-0.194711843;-0.477747254;-0.291304863;0.752557011;0.712563797;0.085411216;0.482301622;-0.361333287;-0.381483818;0.321543499;0.321543499;0.351530329;0.419546053;0.310804839;0.087914076;0.321543499;-0.321543499;-0.157083861;-0.262657862;-0.288637461;-0.07940596;0.320711544;0.462310799;0.328794597;-0.171269503;0.329726496;0.014500431;-0.032309361;-0.592216774;0.180865834;0.304548292;-0.787977495;-0.272341874;-0.537812759;-0.236128503;-0.355836028;-0.357527432;0.148087034;0.870523486;0.096751757;-0.485386391;-0.297964636;-0.577078169;0.68155081;0.434621336;-0.164756392;-0.311083868;0.351346999
grp;0.428092117;0.916308235;-0.790186674;0.971986493;0.945356989;0.961796102;0.461360941;0.372598525;0.567971611;0.606227164;0.40673121;-0.349778097;0.97450966;0.598449103;0.842928967;-0.204207808;-0.522611941;-0.157438936;-0.283355106;0.970854306;0.974038431;-0.187447717;0.440312943;0.61827971;-0.802155144;-0.461707274;1;-0.61714855;0.327718346;-0.52524687;0.996520312;-0.457799795;0.974589182;0.996816275;0.997778224;-0.761680349;0.991142466;-0.138028044;0.96785446;0.96751939;0.967556719;-0.910131824;0.910131824;0.401497982;0.78962976;-0.765353711;0.131811801;-0.554603979;0.933734701;0.109364919;0.892088395;-0.648273829;-0.528977923;0.866803393;-0.800226205;0.906507992;0.793687598;-0.834519768;-0.834519768;-0.828194161;-0.946166609;-0.854740199;-0.089641258;-0.834519768;0.834519768;0.955451826;0.22133776;0.510421582;-0.742976836;0.193029963;0.753273106;0.844736212;0.805328825;0.866434064;0.347649473;0.327802205;0.957556343;0.932789679;-0.230728408;0.710048583;-0.81082442;0.232456615;-0.546798368;-0.981593749;-0.994956626;1;-1;0.978708795;0.98771294;0.618911357;0.994216078;0.978314489;0.983160721;0.900655849;0.882455606;-0.498765666
grp_growth;0.150744037;-0.672753555;0.328111552;-0.594723791;-0.686845751;-0.782523768;-0.110601082;-0.151821019;-0.390768977;-0.25674847;0.161381336;0.474733444;-0.806893465;0.469824506;-0.557164907;-0.017650139;0.624696684;0.5696616;0.094785057;-0.608590141;-0.647492072;0.078259354;-0.45124748;-0.348715369;0.713264662;-0.231871192;-0.61714855;1;-0.154297528;0.307352731;-0.609177625;0.952643609;-0.55295955;-0.648223581;-0.609687244;0.997877772;-0.707643405;0.330991768;-0.608009844;-0.807275073;-0.80485364;0.493351821;-0.493351821;-0.815205941;-0.012451074;0.279303413;0.761119429;0.738184852;-0.676886499;-0.393186997;-0.721469133;-0.598398418;-0.643321042;-0.959099695;-0.388405265;-0.921581013;-0.955747852;0.959099695;0.959099695;0.953767921;0.195517651;0.942033525;0.625678233;0.959099695;-0.959099695;-0.374723167;-0.523566564;-0.86607892;0.673828755;-0.083337222;-0.506736116;-0.579434731;-0.576591809;-0.581770875;-0.28157857;-0.288023882;-0.924816876;-0.786576843;-0.32764504;0.364760594;0.733526383;0.038678157;0.892438864;0.476822267;0.623277177;-1;;-0.781363911;-0.766014386;0.372756285;-0.535923435;-0.535293586;-0.490911087;-0.501515845;-0.910644127;-0.117463522
income_per_cap;-0.244444981;0.394508282;-0.427057905;0.454657982;0.452543718;0.330496237;-0.131886235;-0.127010803;0.415074962;0.418767246;-0.25244376;-0.226937384;0.387336363;0.141121645;0.367175656;0.19252742;-0.396555566;0.145559156;-0.229067937;0.443095906;0.468973383;-0.16613234;0.375666119;0.395407144;-0.439506951;-0.034212469;0.327718346;-0.154297528;1;-0.09327862;0.388683925;-0.23035185;0.456557079;0.370753419;0.365326444;-0.314424189;0.367883321;0.106991266;0.34495002;0.379489227;0.380815051;-0.287428067;0.287428067;0.175627028;0.290841594;-0.237553678;0.004412617;-0.13486473;0.317722284;0.012515081;0.317720781;-0.165063768;-0.117713966;0.362952823;-0.234857497;0.310083287;0.273633295;-0.288084509;-0.288084509;-0.286722962;-0.309594074;-0.29689665;-0.059376933;-0.288084509;0.288084509;0.353972068;0.102057008;0.182682381;-0.256301589;0.045345623;0.204901974;0.254250609;0.123868255;0.267111006;0.130743218;0.156742414;0.277800869;0.363603021;0.084389707;0.214307349;-0.33584335;-0.154448239;-0.204611917;-0.246193125;-0.248180683;0.084774319;-0.122711125;0.3839094;0.305530063;0.23906499;0.300516825;0.318095665;0.267247277;0.31950204;0.308510106;0.042368156
real_dispos_income_per_cap_growth;-0.146695737;-0.470715756;0.155635845;-0.535350477;-0.53194399;-0.224898185;-0.284998535;-0.420662693;-0.516016348;-0.55430544;-0.156154642;0.022744016;-0.444277727;-0.290539039;-0.470476675;-0.105344885;0.348660229;0.004416033;0.695019332;-0.448639918;-0.465494979;0.163753269;-0.175945207;-0.359736918;-0.065884856;0.454635414;-0.52524687;0.307352731;-0.09327862;1;-0.51947306;0.502268322;-0.507005546;-0.545096129;-0.554637124;0.505609513;-0.615812456;0.473378579;-0.722359011;-0.441417334;-0.444430812;0.650145025;-0.650145025;-0.022919712;-0.021023542;0.616350318;-0.325830264;0.663930878;-0.470802191;-0.162928332;-0.392989083;0.619780879;0.630444252;-0.374684266;0.356266171;-0.387968689;-0.303303118;0.343533702;0.343533702;0.31963897;0.491600621;0.33776116;-0.231184352;0.343533702;-0.343533702;-0.493206497;0.210417837;-0.132689902;0.435561104;-0.329946734;-0.641257958;-0.492630763;-0.50236303;-0.421987707;-0.280493532;-0.283518404;-0.204366905;-0.743112681;0.714543293;-0.374425573;0.807572853;0.58441316;0.24991814;0.392253505;0.421491439;-1;1;-0.506186545;-0.001962893;-0.565306662;-0.031845091;-0.4854983;-0.202088478;0.439852968;-0.328077094;-0.54169329
salary;-0.30587778;0.915560142;-0.832084436;0.938659075;0.937486474;0.975247942;0.047967793;0.377354432;0.712317014;0.736332918;-0.312017865;-0.561122653;0.981901955;0.401093913;0.774661066;0.303284427;-0.737812858;0.223058712;-0.564806155;0.957813308;0.977492985;-0.177256063;0.673869222;0.514491289;-0.871693935;0.101564725;0.996520312;-0.609177625;0.388683925;-0.51947306;1;-0.702464329;0.953215495;0.982665183;0.975707197;-0.722937795;0.98234086;0.155263398;0.955643532;0.973264758;0.975578279;-0.934738303;0.934738303;0.467177543;0.757470663;-0.803040629;0.120001362;-0.514827079;0.959151211;0.050758303;0.831092198;-0.601368604;-0.48387179;0.905281761;-0.642510282;0.903829513;0.779696558;-0.831438195;-0.831438195;-0.820261691;-0.948040339;-0.854002493;-0.065694069;-0.831438195;0.831438195;0.931113417;0.182126264;0.489552453;-0.794746808;0.432507578;0.794330664;0.853571099;0.551911968;0.870904659;0.324429946;0.263110711;0.938770913;0.948645851;0.016371797;0.649037061;-0.892275801;-0.399577172;-0.601440385;-0.983409857;-0.995003495;1;-1;0.988343749;0.985772298;0.659140835;0.980095676;0.967702402;0.984356299;0.937471948;0.883043632;0.147104901
